epoch 1 / 9150, step 1/225, loss = 0.0409 
epoch 1 / 9150, step 2/225, loss = 0.0414 
epoch 1 / 9150, step 3/225, loss = 0.0396 
epoch 1 / 9150, step 4/225, loss = 0.0400 
epoch 1 / 9150, step 5/225, loss = 0.0378 
epoch 1 / 9150, step 6/225, loss = 0.0343 
epoch 1 / 9150, step 7/225, loss = 0.0338 
epoch 1 / 9150, step 8/225, loss = 0.0335 
epoch 1 / 9150, step 9/225, loss = 0.0351 
epoch 1 / 9150, step 10/225, loss = 0.0343 
epoch 1 / 9150, step 11/225, loss = 0.0319 
epoch 1 / 9150, step 12/225, loss = 0.0414 
epoch 1 / 9150, step 13/225, loss = 0.0338 
epoch 1 / 9150, step 14/225, loss = 0.0380 
epoch 1 / 9150, step 15/225, loss = 0.0373 
epoch 1 / 9150, step 16/225, loss = 0.0364 
epoch 1 / 9150, step 17/225, loss = 0.0378 
epoch 1 / 9150, step 18/225, loss = 0.0385 
epoch 1 / 9150, step 19/225, loss = 0.0407 
epoch 1 / 9150, step 20/225, loss = 0.0381 
epoch 1 / 9150, step 21/225, loss = 0.0372 
epoch 1 / 9150, step 22/225, loss = 0.0367 
epoch 1 / 9150, step 23/225, loss = 0.0346 
epoch 1 / 9150, step 24/225, loss = 0.0356 
epoch 1 / 9150, step 25/225, loss = 0.0348 
epoch 1 / 9150, step 26/225, loss = 0.0326 
epoch 1 / 9150, step 27/225, loss = 0.0355 
epoch 1 / 9150, step 28/225, loss = 0.0334 
epoch 1 / 9150, step 29/225, loss = 0.0328 
epoch 1 / 9150, step 30/225, loss = 0.0315 
epoch 1 / 9150, step 31/225, loss = 0.0300 
epoch 1 / 9150, step 32/225, loss = 0.0307 
epoch 1 / 9150, step 33/225, loss = 0.0287 
epoch 1 / 9150, step 34/225, loss = 0.0311 
epoch 1 / 9150, step 35/225, loss = 0.0310 
epoch 1 / 9150, step 36/225, loss = 0.0362 
epoch 1 / 9150, step 37/225, loss = 0.0313 
epoch 1 / 9150, step 38/225, loss = 0.0294 
epoch 1 / 9150, step 39/225, loss = 0.0283 
epoch 1 / 9150, step 40/225, loss = 0.0294 
epoch 1 / 9150, step 41/225, loss = 0.0303 
epoch 1 / 9150, step 42/225, loss = 0.0277 
epoch 1 / 9150, step 43/225, loss = 0.0310 
epoch 1 / 9150, step 44/225, loss = 0.0286 
epoch 1 / 9150, step 45/225, loss = 0.0248 
epoch 1 / 9150, step 46/225, loss = 0.0315 
epoch 1 / 9150, step 47/225, loss = 0.0268 
epoch 1 / 9150, step 48/225, loss = 0.0300 
epoch 1 / 9150, step 49/225, loss = 0.0272 
epoch 1 / 9150, step 50/225, loss = 0.0281 
epoch 1 / 9150, step 51/225, loss = 0.0281 
epoch 1 / 9150, step 52/225, loss = 0.0261 
epoch 1 / 9150, step 53/225, loss = 0.0302 
epoch 1 / 9150, step 54/225, loss = 0.0276 
epoch 1 / 9150, step 55/225, loss = 0.0278 
epoch 1 / 9150, step 56/225, loss = 0.0270 
epoch 1 / 9150, step 57/225, loss = 0.0268 
epoch 1 / 9150, step 58/225, loss = 0.0256 
epoch 1 / 9150, step 59/225, loss = 0.0271 
epoch 1 / 9150, step 60/225, loss = 0.0250 
epoch 1 / 9150, step 61/225, loss = 0.0257 
epoch 1 / 9150, step 62/225, loss = 0.0263 
epoch 1 / 9150, step 63/225, loss = 0.0256 
epoch 1 / 9150, step 64/225, loss = 0.0319 
epoch 1 / 9150, step 65/225, loss = 0.0233 
epoch 1 / 9150, step 66/225, loss = 0.0245 
epoch 1 / 9150, step 67/225, loss = 0.0247 
epoch 1 / 9150, step 68/225, loss = 0.0292 
epoch 1 / 9150, step 69/225, loss = 0.0280 
epoch 1 / 9150, step 70/225, loss = 0.0254 
epoch 1 / 9150, step 71/225, loss = 0.0275 
epoch 1 / 9150, step 72/225, loss = 0.0263 
epoch 1 / 9150, step 73/225, loss = 0.0250 
epoch 1 / 9150, step 74/225, loss = 0.0240 
epoch 1 / 9150, step 75/225, loss = 0.0256 
epoch 1 / 9150, step 76/225, loss = 0.0222 
epoch 1 / 9150, step 77/225, loss = 0.0252 
epoch 1 / 9150, step 78/225, loss = 0.0283 
epoch 1 / 9150, step 79/225, loss = 0.0247 
epoch 1 / 9150, step 80/225, loss = 0.0254 
epoch 1 / 9150, step 81/225, loss = 0.0254 
epoch 1 / 9150, step 82/225, loss = 0.0255 
epoch 1 / 9150, step 83/225, loss = 0.0241 
epoch 1 / 9150, step 84/225, loss = 0.0245 
epoch 1 / 9150, step 85/225, loss = 0.0256 
epoch 1 / 9150, step 86/225, loss = 0.0253 
epoch 1 / 9150, step 87/225, loss = 0.0225 
epoch 1 / 9150, step 88/225, loss = 0.0225 
epoch 1 / 9150, step 89/225, loss = 0.0255 
epoch 1 / 9150, step 90/225, loss = 0.0243 
epoch 1 / 9150, step 91/225, loss = 0.0237 
epoch 1 / 9150, step 92/225, loss = 0.0222 
epoch 1 / 9150, step 93/225, loss = 0.0253 
epoch 1 / 9150, step 94/225, loss = 0.0229 
epoch 1 / 9150, step 95/225, loss = 0.0264 
epoch 1 / 9150, step 96/225, loss = 0.0269 
epoch 1 / 9150, step 97/225, loss = 0.0245 
epoch 1 / 9150, step 98/225, loss = 0.0201 
epoch 1 / 9150, step 99/225, loss = 0.0216 
epoch 1 / 9150, step 100/225, loss = 0.0250 
epoch 1 / 9150, step 101/225, loss = 0.0255 
epoch 1 / 9150, step 102/225, loss = 0.0217 
epoch 1 / 9150, step 103/225, loss = 0.0241 
epoch 1 / 9150, step 104/225, loss = 0.0235 
epoch 1 / 9150, step 105/225, loss = 0.0225 
epoch 1 / 9150, step 106/225, loss = 0.0253 
epoch 1 / 9150, step 107/225, loss = 0.0215 
epoch 1 / 9150, step 108/225, loss = 0.0253 
epoch 1 / 9150, step 109/225, loss = 0.0257 
epoch 1 / 9150, step 110/225, loss = 0.0248 
epoch 1 / 9150, step 111/225, loss = 0.0247 
epoch 1 / 9150, step 112/225, loss = 0.0220 
epoch 1 / 9150, step 113/225, loss = 0.0240 
epoch 1 / 9150, step 114/225, loss = 0.0264 
epoch 1 / 9150, step 115/225, loss = 0.0227 
epoch 1 / 9150, step 116/225, loss = 0.0264 
epoch 1 / 9150, step 117/225, loss = 0.0262 
epoch 1 / 9150, step 118/225, loss = 0.0226 
epoch 1 / 9150, step 119/225, loss = 0.0242 
epoch 1 / 9150, step 120/225, loss = 0.0247 
epoch 1 / 9150, step 121/225, loss = 0.0252 
epoch 1 / 9150, step 122/225, loss = 0.0226 
epoch 1 / 9150, step 123/225, loss = 0.0225 
epoch 1 / 9150, step 124/225, loss = 0.0259 
epoch 1 / 9150, step 125/225, loss = 0.0223 
epoch 1 / 9150, step 126/225, loss = 0.0247 
epoch 1 / 9150, step 127/225, loss = 0.0231 
epoch 1 / 9150, step 128/225, loss = 0.0235 
epoch 1 / 9150, step 129/225, loss = 0.0234 
epoch 1 / 9150, step 130/225, loss = 0.0213 
epoch 1 / 9150, step 131/225, loss = 0.0227 
epoch 1 / 9150, step 132/225, loss = 0.0238 
epoch 1 / 9150, step 133/225, loss = 0.0247 
epoch 1 / 9150, step 134/225, loss = 0.0251 
epoch 1 / 9150, step 135/225, loss = 0.0224 
epoch 1 / 9150, step 136/225, loss = 0.0222 
epoch 1 / 9150, step 137/225, loss = 0.0232 
epoch 1 / 9150, step 138/225, loss = 0.0267 
epoch 1 / 9150, step 139/225, loss = 0.0228 
epoch 1 / 9150, step 140/225, loss = 0.0232 
epoch 1 / 9150, step 141/225, loss = 0.0226 
epoch 1 / 9150, step 142/225, loss = 0.0278 
epoch 1 / 9150, step 143/225, loss = 0.0224 
epoch 1 / 9150, step 144/225, loss = 0.0223 
epoch 1 / 9150, step 145/225, loss = 0.0239 
