epoch 1 / 9120, step 1/225, loss = 0.0434 
epoch 1 / 9120, step 2/225, loss = 0.0437 
epoch 1 / 9120, step 3/225, loss = 0.0437 
epoch 1 / 9120, step 4/225, loss = 0.0379 
epoch 1 / 9120, step 5/225, loss = 0.0375 
epoch 1 / 9120, step 6/225, loss = 0.0348 
epoch 1 / 9120, step 7/225, loss = 0.0298 
epoch 1 / 9120, step 8/225, loss = 0.0348 
epoch 1 / 9120, step 9/225, loss = 0.0309 
epoch 1 / 9120, step 10/225, loss = 0.0299 
epoch 1 / 9120, step 11/225, loss = 0.0300 
epoch 1 / 9120, step 12/225, loss = 0.0346 
epoch 1 / 9120, step 13/225, loss = 0.0323 
epoch 1 / 9120, step 14/225, loss = 0.0314 
epoch 1 / 9120, step 15/225, loss = 0.0312 
epoch 1 / 9120, step 16/225, loss = 0.0287 
epoch 1 / 9120, step 17/225, loss = 0.0259 
epoch 1 / 9120, step 18/225, loss = 0.0326 
epoch 1 / 9120, step 19/225, loss = 0.0315 
epoch 1 / 9120, step 20/225, loss = 0.0266 
epoch 1 / 9120, step 21/225, loss = 0.0266 
epoch 1 / 9120, step 22/225, loss = 0.0306 
epoch 1 / 9120, step 23/225, loss = 0.0235 
epoch 1 / 9120, step 24/225, loss = 0.0308 
epoch 1 / 9120, step 25/225, loss = 0.0308 
epoch 1 / 9120, step 26/225, loss = 0.0260 
epoch 1 / 9120, step 27/225, loss = 0.0288 
epoch 1 / 9120, step 28/225, loss = 0.0267 
epoch 1 / 9120, step 29/225, loss = 0.0295 
epoch 1 / 9120, step 30/225, loss = 0.0260 
epoch 1 / 9120, step 31/225, loss = 0.0278 
epoch 1 / 9120, step 32/225, loss = 0.0273 
epoch 1 / 9120, step 33/225, loss = 0.0252 
epoch 1 / 9120, step 34/225, loss = 0.0271 
epoch 1 / 9120, step 35/225, loss = 0.0288 
epoch 1 / 9120, step 36/225, loss = 0.0319 
epoch 1 / 9120, step 37/225, loss = 0.0292 
epoch 1 / 9120, step 38/225, loss = 0.0259 
epoch 1 / 9120, step 39/225, loss = 0.0260 
epoch 1 / 9120, step 40/225, loss = 0.0273 
epoch 1 / 9120, step 41/225, loss = 0.0271 
epoch 1 / 9120, step 42/225, loss = 0.0274 
epoch 1 / 9120, step 43/225, loss = 0.0280 
epoch 1 / 9120, step 44/225, loss = 0.0278 
epoch 1 / 9120, step 45/225, loss = 0.0233 
epoch 1 / 9120, step 46/225, loss = 0.0257 
epoch 1 / 9120, step 47/225, loss = 0.0246 
epoch 1 / 9120, step 48/225, loss = 0.0267 
epoch 1 / 9120, step 49/225, loss = 0.0271 
epoch 1 / 9120, step 50/225, loss = 0.0285 
epoch 1 / 9120, step 51/225, loss = 0.0274 
epoch 1 / 9120, step 52/225, loss = 0.0261 
epoch 1 / 9120, step 53/225, loss = 0.0305 
epoch 1 / 9120, step 54/225, loss = 0.0259 
epoch 1 / 9120, step 55/225, loss = 0.0287 
epoch 1 / 9120, step 56/225, loss = 0.0283 
epoch 1 / 9120, step 57/225, loss = 0.0256 
epoch 1 / 9120, step 58/225, loss = 0.0230 
epoch 1 / 9120, step 59/225, loss = 0.0262 
epoch 1 / 9120, step 60/225, loss = 0.0235 
epoch 1 / 9120, step 61/225, loss = 0.0257 
epoch 1 / 9120, step 62/225, loss = 0.0241 
epoch 1 / 9120, step 63/225, loss = 0.0244 
