epoch 1 / 9030, step 1/450, loss = 0.0457 
epoch 1 / 9030, step 2/450, loss = 0.0438 
epoch 1 / 9030, step 3/450, loss = 0.0391 
epoch 1 / 9030, step 4/450, loss = 0.0391 
epoch 1 / 9030, step 5/450, loss = 0.0350 
epoch 1 / 9030, step 6/450, loss = 0.0342 
epoch 1 / 9030, step 7/450, loss = 0.0351 
epoch 1 / 9030, step 8/450, loss = 0.0308 
epoch 1 / 9030, step 9/450, loss = 0.0294 
epoch 1 / 9030, step 10/450, loss = 0.0332 
epoch 1 / 9030, step 11/450, loss = 0.0306 
epoch 1 / 9030, step 12/450, loss = 0.0374 
epoch 1 / 9030, step 13/450, loss = 0.0295 
epoch 1 / 9030, step 14/450, loss = 0.0308 
epoch 1 / 9030, step 15/450, loss = 0.0310 
epoch 1 / 9030, step 16/450, loss = 0.0276 
epoch 1 / 9030, step 17/450, loss = 0.0249 
epoch 1 / 9030, step 18/450, loss = 0.0360 
epoch 1 / 9030, step 19/450, loss = 0.0308 
epoch 1 / 9030, step 20/450, loss = 0.0295 
epoch 1 / 9030, step 21/450, loss = 0.0259 
epoch 1 / 9030, step 22/450, loss = 0.0286 
epoch 1 / 9030, step 23/450, loss = 0.0283 
epoch 1 / 9030, step 24/450, loss = 0.0295 
epoch 1 / 9030, step 25/450, loss = 0.0292 
epoch 1 / 9030, step 26/450, loss = 0.0262 
epoch 1 / 9030, step 27/450, loss = 0.0298 
epoch 1 / 9030, step 28/450, loss = 0.0277 
epoch 1 / 9030, step 29/450, loss = 0.0310 
epoch 1 / 9030, step 30/450, loss = 0.0269 
epoch 1 / 9030, step 31/450, loss = 0.0320 
epoch 1 / 9030, step 32/450, loss = 0.0289 
epoch 1 / 9030, step 33/450, loss = 0.0260 
epoch 1 / 9030, step 34/450, loss = 0.0306 
epoch 1 / 9030, step 35/450, loss = 0.0313 
epoch 1 / 9030, step 36/450, loss = 0.0338 
epoch 1 / 9030, step 37/450, loss = 0.0304 
epoch 1 / 9030, step 38/450, loss = 0.0295 
epoch 1 / 9030, step 39/450, loss = 0.0292 
epoch 1 / 9030, step 40/450, loss = 0.0299 
epoch 1 / 9030, step 41/450, loss = 0.0300 
epoch 1 / 9030, step 42/450, loss = 0.0270 
epoch 1 / 9030, step 43/450, loss = 0.0314 
epoch 1 / 9030, step 44/450, loss = 0.0307 
